№;дата ;час;текст пов?домлень;м?тка;Pos1/Repos1;Автор/Group;Джерело;Мова;Like;Поширення;веб-адреса;;;;;;;;;;;;;
780;;;Київ. Л?карня Охматдит. Найб?льша дитяча л?карня в Україн?. Д?тей та дорослих витягають з-п?д завал?в. Зруйнована реан?мац?я. Новий корпус л?карн? ? половина старого зруйнован?. Ситуац?я дуже складна.;1;Repost;Tan'a Korny?ova;Facebook;Ukrainian;;;;;;;;;;;;;;;;
781;08.07.2024;19:07;Київ. Л?карня Охматдит. Найб?льша дитяча л?карня в Україн?. Д?тей та дорослих витягають з-п?д завал?в. Зруйнована реан?мац?я. Новий корпус л?карн? ? половина старого зруйнован?. Ситуац?я дуже складна.;1;Repost;Alla Muntyan;Facebook;Ukrainian;3;;https://www.facebook.com/alla.muntyan.144/posts/pfbid0RAvLkw8Q78kjSmL53wEDBU8ThFpwfmeJpfryDNWKcsrH7JU8jz3u3XGnnRvHFnB4l?locale=uk_UA;;;;;;;;;;;;;
782;09.07.2024;;Ще одн?єю ознакою 0ової ?нформац?ї з боку рос?йської пропаганди є поширення численних верс?й т?єї самої под?ї та створення ?нформац?йного шуму, в якому звичайному споживачев? новин було б складно роз?братися. Саме таку картину можна спостер?гати у прокремл?вських мед?а та соц?альних мережах п?сля атаки на ?Охматдит?, так само, як ? у випадку з? збитим пасажирським лайнером рейсу МН17 у 2014 роц? та багатьма ?ншими воєнними злочинами Рос?ї.;1;;Stopfake.org;;Ukrainian;;;https://www.stopfake.org/uk/fejk-u-dityachu-likarnyu-ohmatdit-u-kiyevi-vluchila-ukrayinska-raketa/;;;;;;;;;;;;;
783;08.07.2024;19:47;Проте, вже не вперше ми стикаємося, що п?сля того, як рос?йська арм?я порушує закони та звичаї в?йни завдаючи удару по цив?льн?м об?єктам, та зокрема дитяч?й л?карн?, на пророс?йських ресурсах з?являється ?нформац?я яка н?бито виправдовує ц? злочинн? д?ї в?йськовими ц?лями.;1;;Василина Гав'як ;?вара Мед?а;Ukrainian;;;https://gwaramedia.com/feyk-rosiiany-vluchyly-u-dytiachu-likarniu-okhmatdyt-bo-tse-viyskovyy-hospital/;;;;;;;;;;;;;
784;25.05.2024;19:23;Российские войска ударили по гипермаркету в Харькове. По меньшей мере два человека погибли, 35 ранены. Россия произвела обстрел спального района Харькова, удар пришелся на строительный гипермаркет ?Эпицентр?. К этому моменту известно о двух погибших и 35 пострадавших, сообщил в Telegram мэр Харькова Игорь Терехов.;1;Post;Голос Америки ;Facebook;Russian;642;71;https://www.facebook.com/golosameriki/posts/pfbid02yK2WP3oM1vDgahcFANqbNKVndpajR3mmQHe7NjajGDTGTU8V5KsSqsmWyqHET8awl?locale=uk_UA;;;;;;;;;;;;;
785;25.05.2024;21:25;Российские войска ударили по гипермаркету в Харькове. По меньшей мере два человека погибли, 35 ранены. Россия произвела обстрел спального района Харькова, удар пришелся на строительный гипермаркет ?Эпицентр?. К этому моменту известно о двух погибших и 35 пострадавших, сообщил в Telegram мэр Харькова Игорь Терехов.;1;Repost;Ekaterina Mitagvariya;Facebook;Russian;;;https://www.facebook.com/ekaterina.mitagvariya/posts/pfbid02nJNAJcUE5B3K2A6YrGgrbyUsuYGi6uMRhtThnsVtgvmGVLpfvVipRrb4dX842iavl;;;;;;;;;;;;;
786;25.05.2024;17,01;Оккупанты нанесли террористичесеий удар по Епицентру. Много погибших, пропавших, на данный час известно об 11 пострадавших ;1;Post;Екатерина Яковенко;Facebook;Russian;;;https://www.facebook.com/permalink.php?story_fbid=pfbid028evoKuhD25jVWbint6yU4jwvQVphxMXjdzaGktrKaZvFBGERyuHz1mgdtNAocNX2l&id=100084387264138&locale=uk_UA;;;;;;;;;;;;;
787;25.05.2024;19:48;Обыкновенный рашизм;1;Repost;Swan Ali Daniyar;Facebook;Russian;;;https://www.facebook.com/permalink.php?story_fbid=pfbid0L6pMRuzEAjorDFuJNPNgsCjzozVUr4BZPkAG5r6zmk41TyCYnNe3BerPgkK214ncl&id=100001661563930&locale=uk_UA;;;;;;;;;;;;;
788;31.05.2024;13:50;25 травня близько 16:02 рос?яни вдарили (арх?в) по Харкову двома снарядами УМПБ Д-30. Вони влучили у буд?вельний г?пермаркет, де перебували люди. Розгор?лася пожежа на площ? понад 13 тисяч кв. м.Тож маємо черговий приклад коли рос?яни намагаються приховати власн? злочини проти цив?льного населення прикриваючись н?бито в?йськовими ц?лями. Насправд? ж вони обстр?люють житлов? квартали, г?пермаркети та ?нш? не в?йськов? ц?л? порушуючи закони та звичаї в?йни.;1;;?вара Мед?а;Facebook;Ukrainian;;;https://gwaramedia.com/feyk-u-zruynovanomu-rosiianamy-hipermarketi-u-kharkovi-bazuvalysia-viyskovi/;;;;;;;;;;;;;
789;;;про еп?центр в Харков?;0;;;;;;;;;;;;;;;;;;;;
790;23.05.2024;13:35;"""Типография"" оказалась цехом по сборке БпЛА. Тем временем, пишут, что харьковская типография, по которой был нанесен удар была не только центром изготовления пропагандистской продукции, но и цехом по сбору БпЛА.Отметим, что складские помещения типографии позволяют хранить существенные объемы не только печатной продукции.";0;Post;Укропский фреш;Telegram;Russian;;;https://t.me/dillfrash/35811;;;;;;;;;;;;;
791;23.05.2024;15:52;"Вооруженные силы РФ нанесли серию ракетных ударов по объектам противника и транспортной инфраструктуре ВСУ в Харькове.В самом городе и области в результате ударов были уничтожены и серьезно повреждены ряд объектов: ж/д состав на станции Люботин, западнее Харькова, ""типография"" по сборке бпла в центре.Украинская пропаганда, чтобы сместить фокус своих граждан от вопроса отсутствия средств ПВО и некомпетентности киевской хунты, попыталась вновь обвинить наши войска в ударах по гражданским объектам. Так было с французскими наемниками и ВСУшниками в школах, гостиницах и кафе, военной техникой и оружием на складах украинской почты, а теперь с цехами по сборке дронов в зданиях типографий.";0;Post;СVАРКА И ПОГРУZКА;Telegram;Russian;;;https://t.me/svarkapogruzka/2628;;;;;;;;;;;;;
792;23.05.2024;15:14;Теперь типография уничтожена. Это означает, что харьковчане будут менее подвергнуты зомбированию в следствие сокращения пропагандистских средств киевского режима.Очищение Харькова продолжается.;0;Post;УКРОПСКИЙ ФРЕШ;Telegram;Russian;;;https://t.me/dillfrash/35802;;;;;;;;;;;;;
793;24.05.2024;19:24;23 травня назавжди закарбується в ?стор?ї типограф?ї ?Фактор-Друк? Printing house FactorDruk, Фактор-Друк як траг?чна дата. Внасл?док удару рос?йських ракет загинули 7 прац?вник?в п?дприємства, ?ще 22 особи отримали травми р?зного ступеню. Ракета влучила у центр великого цеху, з 4 тисяч квадратних метр?в зруйновано б?льше тисяч?, пошкоджено обладнання, знищено понад 45 тисяч прим?рник?в книг. Нараз? роботу п?дприємства зупинено.;1;Post;Printing house FactorDruk, Фактор-Друк;Facebook;Ukrainian;602;561;https://www.facebook.com/photo?fbid=855399689938660&set=a.447931827352117;;;;;;;;;;;;;
794;28.05.2024;22:14;ВС РФ атаковали ракетами типографию в Украине.Компании больше нет, так как людей больше нет. Их тупо уничтожили, на работе, за типографским станком.Мирных Украинцев.Так же как мирных палестинцев в лагере беженцев в Рафах;1;Post;Balagha Jafarov;;;;1;https://www.facebook.com/balagha.jafarov/posts/pfbid0wrAsyZdXGHAcnAftEfvrc95weYmHnEMdH1mvV3LLSwbzrtqMK3iwWuYEKj7G3rD9l;;;;;;;;;;;;;
795;29.05.2024;0:28;23 травня назавжди закарбується в ?стор?ї типограф?ї ?Фактор-Друк? Printing house FactorDruk, Фактор-Друк як траг?чна дата. Внасл?док удару рос?йських ракет загинули 7 прац?вник?в п?дприємства, ?ще 22 особи отримали травми р?зного ступеню. Ракета влучила у центр великого цеху, з 4 тисяч квадратних метр?в зруйновано б?льше тисяч?, пошкоджено обладнання, знищено понад 45 тисяч прим?рник?в книг. Нараз? роботу п?дприємства зупинено.;;;Ceyhun Babasoy;Facebook;Ukrainian;;;https://www.facebook.com/permalink.php?story_fbid=pfbid0swLoKrgit2BopE6ZrS1jT6L1R8d8sF26x2tKqpUh8VWFn6G69D3Gb53Sy79hwiG6l&id=61552272431460;;;;;;;;;;;;;
796;29.05.2024;9:42;На оф?ц?йн?й стор?нц? пол?граф?чного комплексу FactorDruk опубл?кували (арх?в) допис, у якому йдеться про те, що внасл?док удару рос?йських ракет загинули 7 прац?вник?в п?дприємства, ще 22 особи поранен?.;1;;Василина Гав'як;?вара Мед?а;;;;https://gwaramedia.com/feyk-u-zruynovaniy-rosiianamy-kharkivskiy-typohrafii-zbyraly-drony/;;;;;;;;;;;;;
797;30.04.2024;9:12;Telegram-канал ?Бородатая бабушка? зг?дно з? ?Списком ?нструмент?в поширення ворожої дез?нформац?ї? в?д 11 березня 2024 року займає 312 м?сце у цьому перел?ку.;1;;Василина Гав'як;?вара Мед?а;;;;https://gwaramedia.com/feyk-zsu-vydaly-podiaku-prorosiyskomu-telehram-kanalu/;;;;;;;;;;;;;
798;24.04.2024;9:53;"В ВСУ выписывают грамоты ""российским агентам"" или очередной провал СНБО";0;Post;УКРОПСКИЙ ФРЕШ;Telegram;Russian;;;https://t.me/dillfrash/34801;;;;;;;;;;;;;
799;22.03.2024;21:07;ГУР: розстр?л в ?крокус с?т? хол? був орган?зований рос?йськими спецслужбами.Мета теракту ? ви1ння ще б?льш жорстких удар?в по Україн? та тотальної моб?л?зац?ї на рос?ї.;1;Post;Einarr Modig;Facebook;Ukrainian;5;4;https://www.facebook.com/permalink.php?story_fbid=pfbid02iGL2PXiJQzfAEGcBkpUJqm7TkQgYaLTjwirtQqh4NTwLxNKAUmLbi74p91dkLKt2l&id=61551586741829;;;;;;;;;;;;;
800;22.03.2024;22:45;ГУР: розстр?л в ?крокус с?т? хол? був орган?зований рос?йськими спецслужбами.Мета теракту ? ви1ння ще б?льш жорстких удар?в по Україн? та тотальної моб?л?зац?ї на рос?ї.;1;Repost;Vitaly Mikhalyuk;Facebook;Ukrainian;1;;;;;;;;;;;;;;;
801;31.03.2024;;Насправд? серед затриманих не було українських громадян. Натом?сть щонайменше троє ?з чотирьох нападник?в є громадянами Таджикистану.;1;;Команда VoxCheck;;;;;https://voxukraine.org/fejk-odyn-iz-napadnykiv-u-krokus-siti-hol-vyyavyvsya-ukrayinskym-gromadyanynom;;;;;;;;;;;;;
802;22.03.2024;20:59;?В первую президентскую каденцию Путина в 2002 году был теракт на Дубровке, а сейчас теракт в Крокус Сити Холл. - СМИ?Тероризм страшний в ус?х його проявах ? страшний завжди Але символ?зм, який так полюбляє тамтешн?й тиран, н?би натякає, що сценарист вже почав забуватися ? повторюватися у своїх терористичних сценар?ях? Водночас режисери, актори ? сама публ?ка роблять вигляд, що маразм того сценариста-терориста  вони не пом?чають.;1;Post;;Facebook;Russian;26;;https://www.facebook.com/viktor.shemchuk.3/posts/pfbid0s1PiDjr4GNfPq6YTPJ8p7J6pQVmErkWZJfnQkVmh8mHBu3JU4KzSHsyvRR3v9Rdol?locale=uk_UA;;;;;;;;;;;;;
803;24.03.2024;14:27;"НУ ЯК НЕ В?РИТИ МАРГАР?Т? С?МОНЬЯН, ЩО УС? СП?ЙМАН? ТЕРОРИСТИ - ""ХАХЛИ""? ТАК? ЧУДЕРНАЦЬК? ""ХАХЛЯЦЬК?"" ПР?ЗВИЩА:Стали известны личности четверых из шести предполагаемых террористов, устроивших стрельбу в Крокус Сити Холл 1) Насридинов Махмадрасул 37 лет
2) Исмонов Ривожидин 51 год
3) Сафолзода Шохинджонн 21 год
4) Назаров Рустам 29 лет.Все они -  граждане Таджикистана";1;Post;Володимир Возняк;Facebook;Russian;5;2;https://www.facebook.com/permalink.php?story_fbid=pfbid02Kcy6nFGdqiRZkmNX473CfvDr52ZEoT7XSnPcbJbq4Lb2SJk7UsfVp7ZtzLr7G56Vl&id=100002345769240&locale=uk_UA;;;;;;;;;;;;;
804;;;Деяк? дописи невидим? через налаштування конф?денц?йност?.;1;Repost;;;;;;https://www.facebook.com/permalink.php?story_fbid=pfbid02Kcy6nFGdqiRZkmNX473CfvDr52ZEoT7XSnPcbJbq4Lb2SJk7UsfVp7ZtzLr7G56Vl&id=100002345769240&locale=uk_UA;;;;;;;;;;;;;
805;;;Деяк? дописи невидим? через налаштування конф?денц?йност?.;1;Repost;;;;;;https://www.facebook.com/permalink.php?story_fbid=pfbid02Kcy6nFGdqiRZkmNX473CfvDr52ZEoT7XSnPcbJbq4Lb2SJk7UsfVp7ZtzLr7G56Vl&id=100002345769240&locale=uk_UA;;;;;;;;;;;;;
806;24.03.2024;11:25;"""Ли"" - лог?ка.На рашастан? пишуть на снарядах, якими луплять по Україн?, а якийсь, що не роз?рвався, з таким написом знайшли ? в блєтгород?, ""за крокус сити холл"".? поф?гу, що н?би терористи громадяни Таджикистану ? рашастану, що в?дпов?дальн?сть взяв на себе ?Д?Л, розташований в ?ран?.Ну, вт?м, лог?ки в?д них чекати не доводиться, вбивц? - вони ? є вбивц?.";1;Post;Олександр Журавель;Facebook;Ukrainian;3;;;;;;;;;;;;;;;
807;11.06.2024;22:08;Глава ФСБ отметил, что Киев продолжает работу по внедрению и вербовке диверсионных групп на российскую территорию. По его словам, это могут быть как представители молодежи, так и трудовые мигранты.;0;Post;Игорь Николаевич;Facebook;Russian;;;https://www.facebook.com/permalink.php?story_fbid=pfbid0N7zxccTW9gzrxerGinzFppZUGvra1CdFHCkabUQfCQ8JHamNk82wV2VU24tQKsuSl&id=100028604835357&locale=uk_UA;;;;;;;;;;;;;
808;11.06.2024;16:42;"Украина при поддержке НАТО наращивает усилия по совершению терактов и диверсий в России, заявил Бортников.Бортников заявил о непрекращающихся попытках проникновения в приграничные регионы с Украины неонацистских формирований и ДРГ.Установлена причастность военной разведки Украины к теракту в подмосковном ""Крокус сити холле"", заявил Бортников. Спецслужбы и правоохранительные органы с 2022 года предотвратили в ЦФО 134 теракта и диверсии, а также пресекли деятельность 32 ячеек международных террористов. Об этом ТАСС сообщили в информационном центре НАК по итогам заседания с Бортниковым.";0;Post;Maks Maratovich;Facebook;Russian;;;;;;;;;;;;;;;;
809;11.06.2024;11:27;Украина и НАТО ищут исполнителей терактов среди мигрантов ? Директор ФСБ Бортников. ?Противник при поддержке США и других стран НАТО наращивает усилия по совершению терактов и диверсий на территории России, пытаясь ослабить ресурсную поддержку российской армии и спровоцировать панические настроения среди населения?, ? сообщил Бортников.Александр Бортников также сообщил, что факт причастности военной разведки Украины к теракту в подмосковном ?Крокус Сити Холле? был доказан ФСБ.;0;Post;Олеся Лосева;Telegram;Russian;;;https://t.me/Losevatalks/12047;;;;;;;;;;;;;
810;23.03.2024;11:17;Скажу честно, сразу после теракта меня слегка покоробило, с какой скоростью интернет-сообщество привязало Украину к этому кровавому преступлению. Да, соседи перестали нас удивлять своей звериной жестокостью. За два последних года мы насмотрелись и на внесудебные казни, и на издевательства над пленными, и на убийства российских журналистов, и на бессмысленные ковровые бомбардировки мирных городов? Но прийти в концертный зал и начать лупить по безоружным людям ? казалось бы, не тот почерк.;0;;Kotsnews?;Telegram;Russian;;;https://t.me/sashakots/45710;;;;;;;;;;;;;
811;25.03.2024;3:43;"Теракт в ""Крокус Сити Холл"" стал символом деградации российских спецслужб. Как они этого ""добились""";1;;Alexander Kovalenko;X.com;Russian;92;17;https://x.com/zloy_odessit/status/1772273226824953932;;;;;;;;;;;;;
812;31.03.2034;17:24;В рамках роботи рос?йської пропаганди про ?український сл?д? в теракт?, який в?дбувся в П?дмосков?ї у центр? ?Крокус С?т? Хол? продукуються безглузд? заяви та приводять не?снуюч? докази. Цього разу пропагандисти поширили новину про те, що голова СБУ н?бито натякнув, що Україна причетна до теракту у ?Крокус С?т? Хол?.;1;;Анна Орманжи;;;;;https://gwaramedia.com/feyk-holova-sbu-dav-zrozumity-shcho-ukraina-prychetna-do-teraktu-v-krokus-siti-khol/;;;;;;;;;;;;;
813;31.03.2024;15:54;На ньому д?йсно зображено процес створення захисних споруд у Волинськ?й област?. Проте, насправд? на в?део зображено процес буд?вництва фортиф?кац?йних споруд на кордон? з Б?лоруссю, а не Польщею. ;1;;?гор Сум ;;;;;https://gwaramedia.com/manipuliatsiia-ukrainy-ryie-okopy-na-kordoni-z-polshcheiu/;;;;;;;;;;;;;
814;03.04.2024;21:36;Зг?дно з оф?ц?йною ?нформац?єю, 9 березня 2023 року одна з рос?йських ракет д?йсно влучила у Золоч?вський район Льв?вської област?. Як пов?домив у еф?р? телемарафону голова Золоч?вської м?ської територ?альної громади ?гор Гриньк?в, ракета уразила два житлов? будинки у сел? Велика В?льшаниця. Загинули 5 людей ? перес?чн? жител? Золоч?вського району.;1;;Юл?ана Топольник;;;;;https://gwaramedia.com/fejk-rosijski-raketi-kindzhal-vluchili-v-komandnij-czentr-nato-v-ukraini/;;;;;;;;;;;;;
815;02.03.2023;16:12;Насправд? на стор?нц? ?лона Маска в?дсутн?й такий допис, адже в?н т?льки залишив коментар до допису користувача War Mapper: ?Майже оточений?.;1;;Фактчек Редакц?я;;;;;https://gwaramedia.com/fejkotnya-vid-chetverga-2-bereznya/;;;;;;;;;;;;;
816;02.03.2023;16:06;Насправд? прапор Рос?ї на фото було додано за допомогою фоторедагування, а саме зображення знаходиться в мереж? вже 16 рок?в.;1;;Алєся Ященко;;;;;https://gwaramedia.com/tanki-leopard-2-shho-pro-cze-rozpovidaie-rosijska-propaganda/;;;;;;;;;;;;;
817;09.12.2022;16:25;У зв?язку з прийняттям Указу Президента України №820/2022 ?Про р?шення Ради нац?ональної безпеки ? оборони України в?д 1 грудня 2022 року ?Про окрем? аспекти д?яльност? рел?г?йних орган?зац?й в Україн? ? застосування персональних спец?альних економ?чних та ?нших обмежувальних заход?в (санкц?й)??, зр?с ?нтерес до питань, пов?язаних з д?яльн?стю на територ?ї України УПЦ МП. Саме це стало причиною розповсюдження ?нформац?ї про необх?дн?сть проходження повторного обряду хрещення.;1;;Фактчек Редакц?я;;;;;https://gwaramedia.com/fejk-hrestivsya-v-upcz-perehreshhujsya-v-pczu/;;;;;;;;;;;;;
818;17.07.2024;12:44;24 лютого 2022 року Держдепартамент США призупинив консульськ? операц?ї у Львов? через призупинення консульських послуг у Посольств? США в Києв? 12 лютого 2022 року. 18 травня 2022 року Посольство США в Україн? оф?ц?йно в?дновило свою роботу у прим?щенн? в Києв?, п?днявши над комплексом американський прапор, ? з того часу не зупиняло д?яльн?сть.;1;;?вара Мед?а - ;;;;;https://gwaramedia.com/fejk-amerikanske-posolstvo-u-kiievi-zupinilo-svoyu-robotu-budivli-zachinena-praczivniki-znikli/;;;;;;;;;;;;;
819;22.07.2022;20:00;Кр?м того, у США спростували чутки про знищення переданих Україн? реактивних установок. Голова Об?єднаного ком?тету начальник?в штаб?в США Марк М?лл? пов?домив, що на сьогодн? не було знищено жодної реактивної установки HIMARS.;1;;Даша Лобанок;;;;;https://gwaramedia.com/aktualni-fejki-pro-vijnu-v-ukraini-18-24-lipnya/;;;;;;;;;;;;;
820;26.10.2022;12:49;Для вт?лення ц?єї дез?нформац?йної кампан?ї Кремль використовує в?йськове й пол?тичне кер?вництво держави. Але в українську ?брудну бомбу? н?хто у св?т? не в?рить.;1;;Галя Скляревська;;;;;https://ms.detector.media/propaganda-ta-vplivi/post/30519/2022-10-26-brudna-bomba-shcho-tse-take-i-navishcho-rosiya-vygadala-tsey-feyk/;;;;;;;;;;;;;
821;04.09.2024;9:16;З метою дискредитац?ї України пропагандисти поширюють дез?нформац?ю, н?би українськ? в?йськов? отримали наказ в?д головкома ЗСУ прорватися на курську атомну електростанц?ю та закласти там вибух?вку, а пот?м п?д?рвати її дистанц?йно ? звинуватити в цьому Рос?ю. Водночас рос?яни заявляють, начебто до п?дготовки диверс?ї на курськ?й АЕС причетн? фах?вц? НАТО.;1;;Єлизавета Жабська;;;;;https://glavcom.ua/world/observe/bomba-na-aes-propahandisti-vihadali-novi-fejki-pro-operatsiju-na-kurshchini-1018709.html#google_vignette;;;;;;;;;;;;;
822;13.09.2024;13:25;Фактчекери StopFake проанал?зували кейс ? визначили, що насправд? ж цю фотограф?ю було зроблено у День донора, який провели 22 серпня на В?нниччин?. Тод? д?йсно пункт забору кров? обладнали у м?сцевому л?цеї, а сам заб?р кров? провела виїзна бригада ?з В?нницького обласного центру служби кров? за допомогою м?сцевих медпрац?вник?в.;1;;Орест Сливенко;;;;;https://disinfo.detector.media/post/sprostuvannia-feiku-shcho-ditei-v-ukraini-zmushuiut-zdavaty-krov-dlia-potreb-zsu-fotodokaz;;;;;;;;;;;;;
823;10.09.2024;22:37;Українськ? в?йськов? суворо дотримуються ус?х гуман?тарних конвенц?й, а українська влада прагне зак?нчити в?йну. Ця та ?нш? под?бн? заяви мають на мет? демон?зувати ЗСУ та звинуватити Україну в ескалац?ї. ;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-lavrov-kazhe-shcho-rosiya-nikoli-ne-khotila-chuzhoi-zemli-feyki-rospropagandi-za-10-veresnya;;;;;;;;;;;;;
824;05.09.2024;0:02;"Україна як п?дписант Конвенц?ї про заборону розробки, виробництва, накопичення ? застосування х?м?чної зброї суворо дотримується своїх зобов'язань. Тому заяви пропагандист?в про ""брудну бомбу"" ? 0, в який в?рять т?льки рос?яни. ";1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-davno-zrobila-brudnu-yadernu-bombu-feyki-rospropagandi-za-4-veresnya;;;;;;;;;;;;;
825;03.09.2024;23:44;Україна як п?дписант Конвенц?ї про заборону розробки, виробництва, накопичення ? застосування х?м?чної зброї суворо дотримується своїх зобов'язань, на в?дм?ну в?д агресора, який регулярно використовує х?м?чну зброю проти українських захисник?в.;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-zsu-v-laboratorii-pid-kramatorskom-gotuyut-boepripasi-iz-zaboronenim-khlorpikrinom-feyki-roszmi-za-3-veresnya;;;;;;;;;;;;;
826;20.09.2024;15:54;Окр?м того, в Україн? немає ?Дн?провської област??, що вже св?дчить про неправдивий характер цього пов?домлення.;1;;Ukrinform;;;;;https://www.ukrinform.ua/rubric-society/3901849-u-cpd-sprostuvali-fejk-pro-rozsuk-osib-aki-pisla-pidpisanna-kontraktu-vtekli-iz-zsu.html;;;;;;;;;;;;;
827;27/08.2024;23:33;Україна дотримується Конвенц?ї про заборону х?м?чної зброї, тому вс? под?бн? звинувачення абсурдн? та не мають н?чого сп?льного з реальн?стю.;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-mozhe-skoiti-zamakhi-z-khimrechovinami-na-chinovnikiv-novikh-regioniv-rf-feyki-roszmi-za-27-serpnya;;;;;;;;;;;;;
828;27/08.2024;23:33;Чергова спроба рос?ян зняти з себе в?дпов?дальн?сть за ракетний удар по об'єкту цив?льної ?нфраструктури, де перебувало мирне населення.;1;;Влад Д?дусь;;;;;https://espreso.tv/viyna-z-rosiyeyu-ukraina-mozhe-skoiti-zamakhi-z-khimrechovinami-na-chinovnikiv-novikh-regioniv-rf-feyki-roszmi-za-27-serpnya;;;;;;;;;;;;;
829;21/08.2024;;Вериф?кувавши ?нформац?ю про сан?тарно-еп?дем?чну ситуац?ю в м?ст? у Херсонськ?й ОВА, Центр пов?домляє: жодних спалах?в ?нфекц?й не заф?ксовано, еп?дем?чна ситуац?я в норм?.;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-spalah-bakterialnoyi-infekcziyi-v-hersoni/;;;;;;;;;;;;;
830;05.04.2024;;Насправд? молодь Новобаварського району Харкова в?дв?дала майстер-клас п?д назвою ?Обер?г для воїна? з виготовлення ляльки-мотанки.;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-vygotovlennya-lyalok-vudu-u-harkivskij-shkoli/;;;;;;;;;;;;;
831;21.02.2024;;Насправд? в авт?вку влучив рос?йський дрон-кам?кадзе, у результат? чого загинуло дв? людини, ще одна отримала поранення, про що пов?домив голова Харк?вської ОВА Олег Синєгубов. ;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-rozstril-czyvilnyh-na-harkivshhyni-vijskovymy-z-kraken/;;;;;;;;;;;;;
832;29.01.2024;;Насправд? це черговий 0 ru-пропагандист?в, оск?льки в листопад? 2023 року Р. Умєров не в?дв?дував континент, що унеможливлює п?дписання бодай якихось контракт?в. ;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-zakupivlyu-uranu-dlya-vygotovlennya-ukrayinoyu-yadernoyi-zbroyi/;;;;;;;;;;;;;
833;21.11.2023;;Насправд? н?якого деф?циту л?к?в в Україн? немає, про що пов?домили у М?н?стерств? охорони здоров?я. У в?домств? додали, що вс? українц? мають доступ до ориг?нальних та як?сних л?к?в як в аптеках, так ? в медичних закладах. ;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-deficzyt-likiv-v-ukrayini/;;;;;;;;;;;;;
834;05.02.2024;;Насправд? цей сюжет є 0овим, як ? так зван? докази та св?дки. 0и про чорну трансплантолог?ю ворог поширює ще з 2014 р. задля дискредитац?ї в?йськово-пол?тичного кер?вництва України та створення негативного ?м?джу держави в очах м?жнародної сп?льноти. ;1;;;;;;;https://cpd.gov.ua/warnin/vorog-poshyryuye-fejkovyj-syuzhet-pro-chornu-transplantologiyu-v-ukrayini/;;;;;;;;;;;;;
835;15.12.2023;;Центр перев?рив ?нформац?ю та пов?домляє, що под?бн? вкиди ? лише хвор? фантаз?ї рашист?в, як? роблять все, щоб перекрити невдач? своїх г?перзвукових ракет, як? регулярно збиваються MIM-104 Patriot ще з весни 2023 року.;1;;;;;;;https://cpd.gov.ua/warnin/fejk-pro-znyshhennya-5-puskovyh-ustanovok-zrk-patriot/;;;;;;;;;;;;;
836;12.11.2023;;Отже, под?бний 0 є черговою спробою ворога дискредитувати Збройн? сили України, звинувачуючи окремий український батальйон у сп?впрац? з ?ноземним терористичним угрупованням.;1;;;;;;;https://armyinform.com.ua/2023/11/12/vorog-poshyryuye-fejk-pro-spilni-trenuvannya-hamasu-ta-azovu-czpd/;;;;;;;;;;;;;
837;24.02.2023;;Насправд? ?нформац?я, яку поширюють рашисти, не в?дпов?дає д?йсност?. Так? 0и є частиною ворожої кампан?ї ?Чорна трансплантолог?я?, мета якої дискредитувати в?йськово-пол?тичне кер?вництво України та створити негативний ?м?дж держави в очах м?жнародної сп?льноти. ;1;;;;;;;https://cpd.gov.ua/warnin/vorog-poshyryuye-fejk-pro-chornu-transplantologiyu-v-zsu-na-kup%ca%bcyanskomu-napryamku/;;;;;;;;;;;;;
838;26.08.2023;;Насправд? такого сюжету не ?снує. Це можна перев?рити на оф?ц?йних стор?нках ?нформац?йного ресурсу. рос?йськ? пропагандисти св?домо створюють под?бн? 0и, щоб розсварити народи Польщ? та України. ;1;;;;;;;https://cpd.gov.ua/warnin/fejkovyj-syuzhet-pro-antyukrayinskyj-fleshmob-vid-polyakiv/;;;;;;;;;;;;;
839;22.08.2023;;?нформац?я про те, що зах?д в?дбудеться 25 та 26 серпня не в?дпов?дає д?йсност?. Зг?дно з оф?ц?йною заявою орган?затор?в ав?ашоу, под?я перенесена на невизначений терм?н. Пропагандисти св?домо поширюють цей 0, щоб пос?яти пан?чн? настрої серед населення та перекласти вину за свої ймов?рн? майбутн? злочини на українц?в;1;;;;;;;https://cpd.gov.ua/warnin/propagandysty-poshyryuyut-fejk-pro-provedennya-aviashou-v-harkovi/;;;;;;;;;;;;;
840;30.08.2024;22:59;Зах?д допомагає Україн? протистояти рос?йськ?й агрес?ї, через що кремль лютує. Кр?м того, так? заяви спрямован? на створення ?люз?ї, буц?мто РФ веде в?йну проти всього зах?дного св?ту.;1;;;;;;;https://espreso.tv/viyna-z-rosiyeyu-zsu-zavdayut-khaotichnikh-udariv-po-mirnomu-naselennyu-kurshchini-feyki-i-manipulyatsii-rospropagandi-za-30-serpnya;;;;;;;;;;;;;
